Date,Mag.,SN Position,Type
2003 10 20,16.8,16 21 43.22 +55 05 05.2,II?
2003 10 19,18.8,07 14 25.72 +55 08 53.4,Ia
2003 10 17,17.6,21 39 43.03 +06 17 03.0,II?
2003 10 17,17.2,02 50 07.25 +12 50 46.5,Ia
2003 10 16,16.4,01 55 24.55 +21 17 06.4,Ia
2003 10 13,17.2,00 05 48.47 +27 27 09.6,Ia
2003 10 14,18.0,19 21 08.00 +43 19 35.4,Ic
2003 10 11,18.0,07 11 08.18 +25 54 55.0,II
2003 10 08,16.4,01 59 19.96 +18 59 42.1,II
2003 10 01,16.5,00 33 16.76 +07 54 19.5,II
2003 09 30,17.1,02 17 26.87 +14 34 36.3,II
2003 09 30,17.8,03 35 33.31 +05 03 52.7,Ia
2003 09 30,17.4,00 44 59.28 -08 53 11.5,Ia
2003 03 26,23.0,16 35 47.5  +66 13 26.9,Ia?
2003 09 29,16.6,08 04 06.52 +62 59 19.8,Ia
2003 09 25,18.3,05 55 41.18 +85 54 21.7,Ia
2003 09 23,18.4,02 33 04.80 +35 30 29.7,II
2003 09 15,18.1,03 43 57.72 +39 17 43.9,Ib/c
2003 09 22,18.4,04 09 43.50 +37 00 45.8,Ic
2003 09 20,17.6,03 19 52.61 -26 03 50.5,Ia
2003 09 19,15.2,12 03 18.15 +44 31 34.6,II
2003 09 16,16.7,02 21 35.70 -05 31 51.0,Ic
2003 09 16,17.6,00 41 50.23 -09 18 19.0,Ia
2003 09 16,17.6,20 33 30.98 -24 37 15.0,II
2003 09 15,17.2,16 17 41.17 +35 00 07.2,Ia
2003 09 14,16.7,05 48 07.86 +46 15 22.8,Ia
2003 09 14,16.6,21 54 22.72 +15 09 37.8,IIn?
2003 09 12,14.3,05 46 46.97 -16 47 00.6,Ia
2003 09 08,18.3,03 01 50.02 +35 44 36.4,Ia
2003 09 09,12.5,03 04 09.32 -26 05 07.5,Ia
2003 09 06,18.0,19 11 31.40 +77 53 35.2,Ia
2003 09 01,18.5,02 59 55.17 +24 13 36.8,II
2003 08 31,18.8,18 11 10.93 +49 52 08.9,Ia
2003 08 31,16.8,08 24 39.06 +73 24 23.3,II
2003 08 30,17.1,16 33 40.90 +50 22 37.7,Ia
2003 08 25,18.4,17 40 18.69 +51 01 41.3,Ic
2003 07 31,18.6,21 06 30.56 -48 07 29.9,II
2003 08 25,14.1,03 44 36.1  -44 37 49,II
2003 08 20,17.7,02 48 58.39 +03 10 07.6,Ia
2003 08 20,16.5,01 59 21.28 +19 00 14.5,II
2003 08 20,17.6,02 46 25.69 + 3 36 32.3,II
2003 08 19,17.5,15 24 20.51 +29 57 11.9,Ia
2003 08 19,18.1,15 56 33.80 +41 53 47.5,II
2003 08 18,18.7,00 00 07.08 + 8 16 42.3,Ia
2003 08 18,16.9,23 51 24.13 +20 06 38.3,II
2003 08 14,18.4,16 50 48.38 +45 24 01.8,II-L
2003 08 11,18.7,23 58 57.05 -02 14 53.1,Ia
2003 08 09,17.4,01 49 46.31 -21 54 37.8,II
2003 08 07,18.1,02 31 42.04 +39 22 05.5,II
2003 06 22,21.8,22 16 56.31 -17 57 37.7,?
2003 06 22,22.9,22 14 45.80 -17 44 22.9,?
2003 06 22,23.6,14 22 39.87 +52 47 49.5,?
2003 06 22,24.0,14 21 27.76 +53 06 10.3,?
2003 08 03,18.6,01 02 55.09 +37 40 10.3,II
2003 08 07,17.1,05 11 47.68 +67 29 22.2,II?
2003 08 06,18.4,01 08 53.18 +32 05 59.3,II
2003 08 03,17.2,23 02 59.45 +34 43 19.6,IIb?
2003 07 29,16.4,20 32 59.12 +09 52 19.3,Ia
2003 07 29,14.0,02 27 38.36 -01 09 35.4,Ia-p
2003 07 27,16.3,23 38 12.67 -20 46 56.0,Ia
2003 07 24,17.6,22 53 20.68 +32 07 57.6,Ia-p
2003 07 23,18.6,16 03 55.47 +25 00 24.8,II
2003 07 22,18.6,19 52 47.68 -19 11 28.2,IIn
2003 07 22,18.4,22 33 51.68 +20 48 08.5,Ia
2003 07 05,18.3,23 53 53.99 +07 57 23.7,Ia
2003 07 01,17.1,23 01 42.99 +02 16 08.7,Ib
2003 06 30,17.7,21 07 19.18 -25 29 23.6,Ia?
2003 05 17,15.6,00 38 32.67 -24 20 33.5,Ia
2003 06 29,15.7,07 45 17.93 -71 24 37.3,Ia
2003 06 27,18.5,20 28 10.68 -18 17 32.4,II
2003 06 24,14.5,22 13 40.94 -21 44 03.3,Ic
2003 06 21,17.8,16 20 08.75 +37 47 53.7,Ia
2003 06 12,13.2,01 36 42.65 +15 44 20.9,II
2003 03 27,18.0,10 54 22.26 -06 15 48.9,?
2003 05 28,24.0,14 20 11.80 +52 57 58.8,?
2003 05 24,23.4,14 22 33.24 +52 22 53.0,?
2003 05 24,23.7,14 20 22.13 +52 17 04.0,?
2003 05 24,23.8,14 20 09.21 +53 02 34.4,?
2003 05 24,23.6,14 19 42.74 +52 15 21.5,?
2003 05 24,23.5,14 19 32.92 +53 07 20.9,?
2003 05 24,23.6,14 18 04.63 +53 03 25.2,?
2003 04 24,23.6,14 22 06.69 +52 18 31.3,?
2003 04 24,24.0,14 20 39.51 +52 54 06.6,?
2003 04 24,23.3,14 18 40.84 +52 52 02.8,?
2003 03 12,23.3,14 21 08.68 +52 42 23.3,?
2003 05 24,22.2,14 19 46.84 +52 30 27.7,?
2003 04 24,22.9,14 20 53.61 +52 36 20.7,Ia
2003 04 24,23.2,14 17 58.43 +53 28 57.5,Ia
2003 04 24,21.5,14 16 33.44 +52 20 32.1,Ia
2003 03 23,24.0,14 21 07.10 +52 43 27.5,?
2003 03 23,23.8,14 19 55.64 +53 00 51.9,?
2003 05 24,22.4,14 19 55.84 +53 05 50.9,Ia
2003 05 24,22.2,14 19 45.19 +52 32 25.7,Ia
2003 05 24,23.2,14 18 39.96 +52 36 44.1,Ia
2003 04 24,23.2,14 21 35.89 +52 31 37.7,Ia
2003 04 24,20.6,14 16 18.78 +52 14 55.4,Ia
2003 03 23,23.6,14 21 14.92 +52 32 15.3,Ia
2003 03 23,23.3,14 17 19.12 +52 14 43.8,II
2003 06 09,17.8,13 41 43.70 +40 52 38.5,Ia
2003 06 05,18.4,20 08 22.08 -17 36 30.5,Ic
2003 06 05,18.6,20 11 50.33 +05 45 37.6,II
2003 06 01,18.6,17 44 07.72 +40 52 51.6,Ia
2003 06 03,17.5,12 43 11.87 -02 30 04.1,Ia
2003 05 24,19.2,14 20 03.28 -08 28 40.0,Ia
2003 03 26,19.1,13 27 32.31 +05 31 14.4,?
2003 01 04,24.1,12 36 27.78 +62 11 25.1,?
2003 06 01,18.5,13 10 31.80 -21 39 49.6,Ic
2003 05 25,24.7,12 36 05.90 +62 11 01.6,?
2003 05 25,25.3,12 35 55.87 +62 13 32.8,?
2003 05 25,23.8,12 36 55.39 +62 13 11.9,?
2003 05 25,23.2,12 36 32.27 +62 07 35.2,?
2003 05 24,23.2,12 37 48.34 +62 13 35.3,?
2003 05 17,15.7,21 21 07.34 +23 05 05.8,Ia
2003 03 27,20.2,11 03 09.19 -05 46 09.4,?
2003 01 03,25.5,12 36 33.12 +62 13 48.1,?
2003 05 27,17.2,02 09 20.23 -23 24 53.0,Ia
2003 05 22,18.8,13 09 46.20 +28 54 21.6,Ic
2003 05 20,18.2,17 18 32.50 +41 40 00.8,Ia
2003 05 20,16.5,12 39 11.10 +00 43 30.4,II
2003 05 19,17.2,16 28 40.30 +12 46 05.8,IIn
2003 05 17,17.6,11 08 24.34 +03 29 47.0,Ia
2003 05 17,15.8,12 50 58.33 -14 20 01.1,II
2003 05 11,16.3,12 49 42.25 -11 05 29.5,II
2003 03 28,16.5,11 33 24.50 -09 59 26.4,IIn
2003 05 03,15.2,13 47 45.36 +38 18 20.3,II
2003 04 05,22.8,12 37 15.18 +62 13 34.6,?
2003 04 05,25.4,12 37 12.04 +62 12 38.3,?
2003 04 04,25.1,12 36 39.91 +62 07 52.7,?
2003 04 04,24.5,12 37 09.16 +62 11 29.0,?
2003 04 04,25.2,12 36 31.75 +62 08 48.7,?
2003 04 26,16.7,16 45 51.10 +59 37 38.0,Ia
2003 04 22,16.2,14 58 04.92 +58 52 49.9,IIn
2003 04 22,15.9,14 34 35.80 +59 20 03.8,Ia
2003 04 21,17.5,20 47 17.56 +00 18 42.8,Ia
2003 04 14,18.0,10 18 58.35 +46 27 15.5,Ic
2003 04 12,17.9,14 38 11.13 +46 38 03.4,Ib/c
2003 04 10,18.9,11 04 45.44 +15 26 49.4,II
2003 04 08,20.0,13 13 24.23 +27 56 09.3,?
2003 04 08,19.9,13 03 29.37 +27 19 11.1,?
2003 04 07,20.0,11 20 08.03 +25 36 48.7,?
2003 03 22,19.2,11 31 38.15 +25 34 14.3,?
2003 03 31,19.2,14 56 36.25 +30 14 21.5,?
2003 03 27,19.2,13 15 31.65 -07 20 55.8,?
2003 03 24,20.0,13 16 22.04 +19 25 53.4,?
2003 02 04,17.8,12 00 24.08 +11 58 26.5,?
2003 03 29,16.2,10 44 50.01 +21 31 17.8,?
2003 04 08,19.3,11 57 31.97 -01 15 13.6,Ib/c
2003 03 09,20.3,12 07 31.36 +26 57 36.2,?
2003 04 01,17.2,10 10 41.25 +35 44 52.9,?
2003 03 26,20.1,13 56 55.04 +03 55 58.2,?
2003 03 26,19.3,13 54 21.70 +05 46 09.3,?
2003 04 07,17.5,09 36 58.83 +31 20 01.7,II
2003 04 06,15.9,09 23 47.56 +42 10 48.6,II
2003 04 02,20.2,12 05 53.57 +33 27 13.0,?
2003 03 30,19.0,10 46 04.27 +27 20 57.2,?
2003 03 31,19.1,13 57 06.46 -17 02 22.6,?
2003 03 31,20.1,11 24 03.88 +23 20 44.8,?
2003 03 31,17.6,11 17 48.36 +19 09 08.5,IIp
2003 03 27,19.9,10 53 02.66 -00 41 03.9,?
2003 03 27,19.0,11 22 56.20 -02 56 59.9,?
2003 02 03,17.9,11 20 37.52 -04 54 32.7,?
2003 03 31,17.7,14 58 35.53 +44 53 06.4,Ic?
2003 03 30,17.0,11 56 14.17 +60 31 19.1,Ia
2003 03 30,16.2,08 09 11.13 +57 41 14.0,Ia?
2003 03 22,18.6,10 49 39.91 +29 21 44.6,?
2003 03 29,18.1,13 07 37.05 -00 56 49.9,II
2003 03 27,19.4,16 50 55.02 +59 43 18.1,?
2003 03 27,19.5,12 38 50.11 -02 49 58.8,?
2003 03 26,19.3,13 06 21.72 +03 04 21.0,?
2003 03 26,20.2,12 15 51.90 +08 59 15.7,?
2003 03 21,17.5,11 10 23.83 +04 49 35.9,II
2003 03 21,17.4,07 17 57.92 +09 41 34.9,Ia
2003 03 21,14.4,10 14 15.97 +03 28 02.5,Ia
2003 02 22,19.5,10 37 43.07 +07 04 54.1,?
2003 03 11,19.5,10 12 10.43 -30 13 58.1,?
2003 02 12,19.5,10 12 02.33 +11 16 39.1,?
2003 02 03,20.3,10 57 29.60 +23 35 34.7,?
2003 03 13,17.9,13 00 33.25 -06 51 09.3,II
2003 03 08,23.2,09 23 58.91 +30 02 39.5,?
2003 03 08,23.8,09 22 34.77 +30 04 42.5,?
2003 03 07,22.1,09 22 30.01 +29 07 19.1,?
2003 03 03,20.8,05 25 04.00 -49 36 12.1,?
2003 03 12,18.0,14 57 22.44 -19 12 45.9,II
2003 03 11,17.7,07 22 11.92 +40 28 01.5,II
2003 03 11,17.5,14 00 31.45 -28 52 32.7,Ic
2003 03 09,16.7,10 55 22.48 -07 39 12.3,Ia
2003 03 03,17.7,10 29 44.12 +25 37 11.6,Ia
2003 03 07,17.4,14 34 34.98 -27 59 48.8,II
2003 03 06,18.7,06 42 50.12 +41 25 19.9,?
2003 03 06,17.8,08 27 27.81 +17 17 14.5,Ib
2003 02 19,19.6,09 47 43.41 +36 18 21.8,?
2003 02 27,16.7,10 02 35.51 -21 10 54.5,II
2003 03 02,18.0,08 07 22.87 +40 23 44.3,Ic
2003 03 02,18.4,13 57 30.65 +06 05 36.4,II
2003 02 28,17.0,12 22 42.14 +09 20 01.2,II
2003 02 27,15.1,13 18 29.10 -31 37 37.7,II
2003 02 22,19.6,10 44 05.97 +12 31 34.7,Ia
2003 02 21,19.9,10 00 06.27 +28 16 52.0,Ia
2003 02 25,15.0,04 10 59.42 -31 24 50.3,Ic-p
2003 02 18,17.6,08 08 26.35 +12 19 56.2,Ia
2003 02 22,23.1,12 36 25.97 +62 06 55.6,?
2003 02 21,23.2,12 37 25.06 +62 13 17.5,?
2003 02 21,24.0,12 36 38.06 +62 09 53.3,?
2003 02 21,25.6,12 36 24.47 +62 08 35.3,?
2003 02 21,23.7,12 36 15.88 +62 12 37.7,?
2003 02 20,24.4,12 37 19.67 +62 18 37.5,?
2003 02 19,19.1,04 07 26.25 +28 07 55.4,Ia
2003 02 09,18.7,08 08 35.53 +07 46 42.2,Ia
2003 02 04,19.6,08 01 32.57 +02 48 27.9,Ia
2003 02 17,19.2,16 11 11.56 +61 15 58.2,Ia
2003 02 15,17.2,16 38 47.81 +66 01 23.7,II
2003 02 13,16.8,05 28 45.81 +49 52 59.1,IIn
2003 02 14,17.9,16 02 08.11 +70 24 55.5,Ia
2003 02 06,18.5,14 10 07.24 +17 37 05.3,II
2003 02 09,16.7,09 50 52.83 -21 51 10.1,Ia
2003 02 10,17.3,09 45 48.46 -14 22 14.0,II
2003 02 09,16.9,13 27 53.55 +28 30 29.2,Ia
2003 02 09,17.8,13 20 43.57 -22 02 53.5,II
2003 02 05,24.5,03 32 05.39 -27 44 29.2,?
2003 02 03,25.8,03 32 46.90 -27 54 49.3,?
2003 02 03,25.7,03 32 44.33 -27 55 06.4,?
2003 02 08,17.0,13 00 58.68 +39 51 24.5,Ia
2003 02 08,17.3,04 43 08.54 +00 46 00.4,Ia
2003 02 07,16.5,11 26 01.82 +01 59 02.8,Ia
2003 02 03,15.6,11 10 21.69 +23 24 50.9,Ia
2003 01 23,17.9,09 28 22.58 +27 26 40.7,Ia
2003 02 03,17.8,14 56 28.07 +45 21 09.2,II
2003 02 02,18.9,12 21 47.35 +25 52 33.1,II
2003 02 01,17.8,09 19 13.26 +48 58 09.1,II
2003 01 31,17.6,10 46 36.82 +13 45 32.2,Ia
2003 01 29,16.7,09 07 32.46 +60 29 17.5,II
2003 01 29,17.4,08 54 34.60 +57 10 19.8,Ia
2003 01 28,17.0,18 12 05.67 +29 09 17.3,Ia
2003 01 28,17.3,09 46 49.48 +16 02 37.6,Ia
2003 01 16,18.2,03 05 43.05 -01 24 12.8,Ia
2003 01 27,18.0,17 22 45.66 +62 09 50.4,Ia
2003 01 25,18.1,09 14 11.06 +16 44 48.0,II
2003 01 24,18.0,13 41 19.49 +55 40 36.5,Ia
2003 01 02,22.0,02 05 11.27 -04 42 30.0,Ia
2003 01 02,20.0,02 05 47.55 -04 52 48.0,Ia
2003 01 23,18.0,08 01 15.63 +55 44 34.8,Ia
2003 01 18,17.0,03 38 09.13 +40 58 38.0,II
2003 01 02,25.9,12 37 09.06 +62 11 00.7,?
2003 01 13,17.3,12 13 21.00 +21 38 48.4,Ia-p
2003 01 12,16.9,11 03 12.33 +11 04 38.3,Ic
2003 01 11,15.4,15 32 01.91 +68 14 35.9,Ia
2003 01 11,16.7,12 10 57.72 +50 28 31.8,II
2003 01 09,17.6,09 27 29.48 +03 55 45.6,Ib
2003 01 08,17.8,06 16 25.68 -21 22 23.8,Ib/c
2003 01 08,16.2,02 08 28.13 +06 23 51.9,IIn
2003 01 08,16.7,05 11 32.99 +17 03 28.4,Ia
2003 01 05,17.0,04 39 10.88 -24 10 36.5,II
2003 01 06,17.5,09 38 53.52 -04 51 05.1,Ia-p
2003 01 06,17.0,00 41 20.91 -01 42 54.1,II
2003 01 05,15.0,02 46 13.78 -30 13 45.1,II
2003 01 04,17.4,10 48 33.86 +66 22 29.4,Ib/c
2002 09 23,25.2,03 33 33.75 -09 18 53.0,?
2002 09 23,24.0,03 33 31.44 -09 16 52.3,?
2002 12 11,18.3,08 08 59.86 +06 43 37.5,Ic?
2002 06 07,22.6,22 37 40.89 -00 38 00.8,Ia
2002 06 06,20.8,22 33 12.59 +01 05 56.7,Ia?
2002 06 06,21.9,16 40 28.83 +41 14 09.1,Ia
2002 06 06,20.4,16 40 11.45 +42 28 30.2,Ia
2002 06 06,21.9,16 39 56.42 +42 19 20.5,Ia
2002 06 06,22.5,16 39 24.93 +41 47 29.0,II?
2002 06 06,22.9,16 39 04.19 +42 21 32.1,II
2002 06 06,20.5,16 37 08.30 +41 24 37.7,Ia?
2002 06 06,18.3,16 06 55.92 +55 28 18.2,Ia
2002 06 05,19.7,16 19 19.65 +53 09 54.2,Ia
2002 06 04,20.6,15 59 03.08 +54 18 16.0,Ia
2002 06 09,21.0,14 44 20.38 +31 15 44.4,Ia
2002 07 04,23.4,03 32 35.76 -27 47 58.8,?
2002 05 13,19.9,13 50 50.13 +09 42 02.0,?
2002 05 17,19.5,13 11 47.96 -00 19 53.7,?
2002 11 03,24.3,02 20 00.03 -04 44 20.2,?
2002 11 03,25.1,02 18 51.59 -04 47 24.8,?
2002 11 03,25.1,02 18 09.01 -04 54 17.9,?
2002 11 03,25.2,02 17 45.97 -04 36 46.2,?
2002 11 03,24.9,02 16 56.37 -05 00 57.4,?
2002 11 03,23.7,02 18 53.20 -04 32 59.2,?
2002 11 03,25.3,02 18 40.73 -05 03 44.3,?
2002 11 03,25.1,02 18 35.15 -04 26 38.9,?
2002 11 03,24.6,02 17 43.30 -04 30 56.7,?
2002 11 03,24.8,02 17 42.54 -05 06 34.0,?
2002 11 03,24.5,02 17 38.08 -05 08 46.8,?
2002 11 03,25.2,02 17 34.53 -05 00 15.4,?
2002 11 03,24.5,02 17 34.51 -04 53 46.6,Ia
2002 11 03,24.4,02 17 12.24 -04 55 08.7,?
2002 11 03,23.8,02 17 08.63 -05 02 06.4,?
2002 11 03,23.4,02 17 00.05 -04 58 19.6,Ia
2002 11 03,25.0,02 16 45.71 -05 09 51.2,Ia
2002 11 03,24.5,02 16 23.93 -04 49 29.4,Ia
2002 11 21,24.8,12 37 49.30 +62 14 06.1,?
2002 08 15,19.4,21 58 58.65 -00 08 23.5,Ia
2002 12 01,18.5,00 35 24.73 +03 59 11.4,?
2002 11 22,24.2,12 37 28.35 +62 20 40.0,?
2002 11 22,25.1,12 36 16.78 +62 14 37.7,?
2002 10 26,19.0,07 37 01.83 +65 34 29.3,IIn
2002 12 27,15.9,06 37 15.31 +49 51 10.2,Ia
2002 12 21,25.7,03 31 58.77 -27 45 00.7,
2002 12 21,23.8,03 32 22.34 -27 44 26.9,
2002 12 21,21.7,03 32 34.72 -27 39 58.3,
2002 07 31,24.2,03 32 42.42 -27 50 25.4,
2002 12 28,17.5,09 30 41.62 -14 46 55.3,Ia
2002 12 23,15.9,04 13 12.52 +13 25 07.3,Ic?
2002 12 17,16.3,01 21 16.27 +40 29 55.3,Ia
2002 12 06,23.5,00 26 54.13 +00 22 49.7,II
2002 12 06,22.8,02 30 00.52 -08 36 22.4,Ia
2002 12 06,22.6,02 04 34.82 -03 51 57.9,II
2002 12 02,21.6,02 20 11.00 -09 04 37.5,Ia
2002 11 28,22.6,00 13 36.70 -10 08 24.0,Ia
2002 11 09,22.9,02 20 35.39 -09 34 43.9,Ia
2002 11 09,22.7,02 04 41.03 -05 09 40.7,Ia
2002 11 05,21.9,23 35 57.96 -10 05 56.8,Ia
2002 11 23,16.9,10 37 26.50 -25 21 35.2,Ic
2002 12 11,16.4,14 38 16.42 +40 27 14.0,Ia
2002 12 09,18.0,20 11 59.91 +05 31 16.0,?
2002 12 07,17.5,10 19 25.20 -05 39 14.5,Ia
2002 11 19,19.3,00 20 13.95 -00 08 20.7,II
2002 02 14,17.9,10 44 14.39 +15 58 09.9,?
2002 12 03,16.5,03 39 29.55 -13 06 55.8,Ic
2002 11 30,15.1,11 22 53.15 +16 35 10.0,Ic
2002 11 12,18.4,04 27 29.57 +06 01 34.2,Ia
2002 11 23,17.0,22 19 28.80 +29 23 04.5,Ia
2002 10 30,19.7,02 34 35.43 +12 17 25.4,Ia
2002 11 20,17.7,00 27 22.42 +24 10 59.1,II
2002 11 11,22.0,00 28 38.40 +00 40 29.3,Ia
2002 11 09,23.1,02 07 27.28 -03 50 20.7,Ia
2002 11 09,21.4,23 29 44.14 -09 36 34.3,Ia
2002 11 09,22.2,23 30 09.67 -09 35 01.8,Ia
2002 11 05,22.1,02 31 20.73 -08 36 13.1,Ia
2002 11 05,21.3,02 30 40.00 -08 11 40.5,Ia
2002 11 01,22.2,23 31 00.85 -09 29 07.2,II
2002 11 01,21.8,23 43 07.25 -09 48 05.2,II
2002 10 30,20.9,02 19 16.11 -07 44 06.7,Ia
2002 10 30,18.9,00 13 33.10 -10 13 09.9,Ia
2002 10 30,21.9,01 44 34.02 +00 51 27.5,
2002 10 30,21.4,00 23 15.07 +00 53 29.6,Ia
2002 10 30,21.4,00 08 59.93 +00 57 55.7,Ia
2002 10 30,21.6,22 32 07.06 +00 54 56.0,II
2002 10 30,19.3,00 04 07.32 +00 10 03.0,II
2002 10 30,21.4,23 32 42.32 +00 05 28.2,Ia
2002 10 30,19.1,21 44 17.38 -00 14 31.5,II
2002 10 30,20.9,22 58 04.59 +00 34 13.5,Ia
2002 10 30,20.0,22 51 55.71 +00 36 05.5,Ia
2002 10 30,20.1,21 25 54.27 +00 24 53.6,IIp
2002 10 30,21.2,21 17 37.64 +00 30 32.4,Ia
2002 10 30,21.3,22 01 52.42 -01 10 24.1,Ia
2002 10 29,21.5,01 57 04.49 -00 38 02.2,Ia
2002 10 29,19.6,01 36 36.72 +00 55 25.6,II
2002 10 29,22.0,01 50 04.51 +00 00 26.4,Ic?
2002 10 29,20.5,01 38 53.20 +00 59 05.3,Ia
2002 10 29,21.2,01 30 02.85 -00 40 32.4,Ia
2002 11 13,18.5,01 30 02.55 +21 53 06.9,Ia
2002 10 31,19.8,00 54 07.45 +17 33 53.7,Ia
2002 10 30,19.2,01 45 38.52 +24 08 07.9,Ia
2002 11 16,17.8,22 27 49.54 +38 35 09.5,Ib
2002 11 12,16.4,10 54 39.18 -21 03 41.2,Ib
2002 11 11,18.3,08 27 39.43 -14 47 15.7,II
2002 11 09,16.8,00 06 49.06 +08 37 48.5,Ia
2002 11 05,18.6,09 22 10.91 +33 50 10.8,Ia
2002 11 07,17.0,02 18 20.06 +37 27 58.8,Ia
2002 11 02,25.5,03 32 09.32 -27 41 29.3,?
2002 11 02,25.6,03 32 18.59 -27 48 33.7,?
2002 11 01,23.5,03 32 22.57 -27 41 52.2,?
2002 11 01,25.7,03 32 30.12 -27 43 46.7,?
2002 11 01,24.4,03 32 24.79 -27 46 17.8,?
2002 11 05,17.0,12 15 17.97 +65 58 55.1,Ic
2002 11 05,16.8,08 10 14.95 +33 57 19.4,Ic
2002 11 05,16.9,11 58 29.58 +27 31 45.1,II
2002 11 05,16.3,11 24 40.12 +38 46 03.0,Ia
2002 11 02,18.2,07 07 14.05 +44 48 46.2,II
2002 10 20,17.4,02 58 09.34 +04 41 03.8,II
2002 10 21,17.9,07 19 54.08 +17 58 18.2,IIn
2002 10 31,16.5,20 34 44.29 +60 07 19.0,II
2002 10 28,17.0,10 37 10.60 +12 39 13.2,II
2002 10 29,16.5,00 57 47.74 -27 30 21.5,Ic
2002 10 28,17.5,08 19 58.83 +62 49 13.2,Ia-p
2002 10 24,18.0,08 54 03.39 -07 11 21.5,Ia
2002 10 23,17.0,08 17 06.15 -27 27 27.8,II
2002 09 11,18.7,22 56 03.58 +13 37 31.0,Ia
2002 10 21,17.3,20 47 18.58 +00 18 45.6,Ia
2002 10 15,18.3,02 34 10.36 -00 53 18.2,IIc?
2002 10 16,17.6,03 22 36.45 +09 28 22.0,Ib/c
2002 10 13,19.0,02 31 44.69 +40 16 39.5,Ia
2002 10 17,17.3,02 25 02.97 -24 47 50.6,II
2002 10 04,20.6,01 52 17.48 +00 12 17.3,Ia
2002 10 04,20.9,02 31 48.56 -01 09 19.7,
2002 10 04,21.7,02 40 29.78 -00 22 46.0,Ia
2002 10 04,21.4,01 39 56.44 -00 45 01.2,Ia
2002 10 04,21.8,02 27 13.22 +00 53 57.8,Ia
2002 10 04,21.0,02 10 29.69 +00 32 16.9,IIp
2002 10 04,21.2,01 52 36.76 -00 13 31.5,Ia
2002 10 04,21.3,02 45 43.16 -00 37 44.7,Ia
2002 10 04,19.8,01 56 54.56 -01 06 49.0,Ia
2002 05 08,22.3,15 46 57.0  +08 12 37,Ia
2002 05 07,23.3,15 43 24.4  +07 53 58,Ia
2002 05 07,21.3,15 37 07.5  +09 36 19,Ia
2002 05 07,22.9,15 36 25.5  +09 28 18,I
2002 05 07,24.1,13 57 12.3  +04 33 17,Ia
2002 10 05,19.3,03 05 29.46 -05 21 57.0,?
2002 10 05,20.0,22 27 45.93 +06 55 44.7,Ia
2002 09 27,19.4,20 55 17.88 -00 04 21.4,Ia
2002 10 07,14.1,22 54 21.49 -45 20 26.9,Ia
2002 10 05,16.7,23 14 36.98 +04 30 05.7,II
2002 10 03,17.4,01 55 46.56 +46 48 19.4,Ia
2002 08 28,18.9,22 43 21.31 -00 06 53.0,Ia
2002 09 22,24.9,03 32 32.62 -27 53 16.7,?
2002 09 21,24.9,03 32 48.54 -27 54 17.6,?
2002 09 20,24.9,03 32 18.12 -27 41 55.6,?
2002 09 20,25.5,03 32 06.80 -27 44 34.4,?
2002 09 19,24.6,03 32 37.52 -27 46 46.6,?
2002 09 19,25.2,03 32 19.22 -27 49 34.0,?
2002 09 10,19.4,22 09 55.99 +12 05 06.6,II
2002 09 09,18.9,23 15 45.82 -16 55 35.2,Ia
2002 09 03,20.1,22 54 00.88 +14 39 24.5,Ia
2002 04 17,22.4,14 00 46.40 +04 33 41.4,I?
2002 04 16,22.7,14 00 51.20 +04 33 26.2,?
2002 04 12,24.0,14 02 18.40 +04 47 05.9,?
2002 04 12,24.7,14 01 29.83 +05 14 20.7,?
2002 04 12,24.1,14 00 07.95 +04 54 45.4,I
2002 03 20,22.5,14 00 29.75 +04 46 50.1,?
2002 03 16,21.9,14 01 52.33 +04 39 23.2,Ia
2002 09 17,15.0,03 22 05.71 -15 24 03.2,Ia
2002 09 12,15.8,08 40 45.10 -04 07 38.5,IIn
2002 09 13,18.5,02 33 54.40 -21 02 29.4,Ia
2002 05 09,22.4,13 25 46.62 +27 34 21.1,Ic?
2002 05 07,23.7,13 24 25.92 +27 44 33.9,Ia?
2002 04 09,24.0,14 03 39.82 +05 46 50.6,Ia?
2002 04 09,24.7,14 04 18.16 +05 19 25.6,Ia
2002 04 09,23.4,14 03 54.08 +04 59 49.0,Ia
2002 04 09,24.2,14 00 23.29 +05 45 41.9,Ia
2002 09 06,17.1,01 57 48.90 +36 20 26.3,Ia?
2002 08 24,19.4,20 52 21.78 +02 08 41.9,Ia
2002 07 23,17.6,22 00 20.93 -14 00 22.5,Ia
2002 09 03,17.7,23 10 12.33 +07 32 59.9,Ia
2002 08 19,19.5,22 09 00.79 -10 36 25.8,Ic
2002 08 24,17.8,20 54 30.50 -00 08 26.0,II
2002 08 24,18.8,20 23 00.85 -01 48 14.6,II
2002 08 30,17.4,01 49 43.60 +32 37 43.0,Ia
2002 08 24,16.5,20 08 31.02 -25 27 37.5,Ia
2002 08 23,16.4,03 23 47.23 +40 33 53.5,Ia
2002 08 23,17.5,17 11 29.88 +07 59 44.8,Ia
2002 08 08,19.6,21 19 00.19 -16 17 12.7,Ia
2002 08 06,18.7,21 57 21.66 -07 51 24.8,Ia
2002 08 20,18.0,01 52 55.18 +36 03 22.2,II
2002 08 18,18.3,22 59 40.82 +24 04 17.5,II
2002 08 16,18.0,06 15 52.30 +64 25 49.1,II
2002 08 12,17.6,20 56 30.09 -18 33 34.3,Ia
